date,week_number,month,quarter,year,store_id,product_id,sales_channel,revenue_usd,units_sold,deals_closed,avg_deal_size,is_holiday,promotion_active,marketing_spend_usd,competitor_promo,customer_inquiries,followups_sent,conversion_rate,lead_score,revenue_next_period
2023-01-03,1,1,1,2023,S3,P4,Partner,727.6,29,13,55.96923076923077,0,0,768.6867910335436,0,11,9,0.25454130203833025,56,411.97
2023-01-03,1,1,1,2023,S1,P2,Partner,411.97,18,12,34.33083333333334,0,0,244.10759251244772,1,44,31,0.12683447452745375,97,761.34
2023-01-04,1,1,1,2023,S2,P5,Partner,761.34,38,12,63.445,0,0,854.7027784715266,1,43,25,0.16438245751951053,72,565.13
2023-01-04,1,1,1,2023,S4,P10,Online,565.13,31,16,35.320625,1,0,103.11796818777819,0,24,21,0.125650587347853,79,447.36
2023-01-04,1,1,1,2023,S3,P10,Partner,447.36,23,9,49.70666666666667,0,0,250.42088338237647,0,45,26,0.25252179299338817,74,947.91
2023-01-04,1,1,1,2023,S5,P5,Online,947.91,41,17,55.75941176470588,1,0,808.6139635687364,0,23,19,0.24122871771628093,61,617.94
2023-01-04,1,1,1,2023,S2,P10,Partner,617.94,14,6,102.99000000000001,0,1,464.96903968318236,1,44,39,0.10410329533139324,67,586.8
2023-01-04,1,1,1,2023,S5,P9,Online,586.8,11,14,41.91428571428571,0,1,455.4506674193159,0,30,20,0.1768877126107653,55,348.06
2023-01-04,1,1,1,2023,S4,P8,In-store,348.06,7,16,21.75375,0,0,161.53729515368636,0,43,29,0.17504662357610984,83,825.68
2023-01-04,1,1,1,2023,S5,P6,Online,825.68,24,19,43.456842105263156,1,0,445.9680378236664,0,31,26,0.24758211478280703,74,632.1
2023-01-04,1,1,1,2023,S3,P3,Partner,632.1,54,7,90.3,0,0,801.0869517743861,1,36,28,0.38908678315827305,91,696.76
2023-01-04,1,1,1,2023,S2,P10,Online,696.76,21,10,69.676,0,0,922.8689259044492,0,43,31,0.2954261165055593,61,786.5
2023-01-04,1,1,1,2023,S3,P2,Online,786.5,24,13,60.5,0,0,937.9089737967698,0,15,7,0.39192344889169994,56,821.95
2023-01-04,1,1,1,2023,S2,P5,Partner,821.95,66,17,48.35,1,0,816.7599898935814,0,26,21,0.13796950714419412,94,347.53
2023-01-04,1,1,1,2023,S5,P6,Partner,347.53,8,7,49.64714285714285,0,0,255.45793685297014,0,36,20,0.3935302671967118,97,521.63
2023-01-05,1,1,1,2023,S5,P4,In-store,521.63,35,14,37.25928571428572,0,0,585.0827870051085,1,19,12,0.38528240555975035,55,443.78
2023-01-05,1,1,1,2023,S2,P4,Online,443.78,12,10,44.378,0,1,202.04263864630207,0,41,28,0.38546273053068036,87,700.73
2023-01-05,1,1,1,2023,S3,P6,Online,700.73,14,11,63.70272727272727,0,0,777.4865570223568,1,35,19,0.15305934248050238,57,761.61
2023-01-05,1,1,1,2023,S3,P6,Partner,761.61,18,15,50.774,0,0,748.7999991659752,0,13,7,0.30109301130011984,85,801.18
2023-01-05,1,1,1,2023,S4,P9,Partner,801.18,17,15,53.412,1,0,495.59801146860457,0,25,15,0.33498634296350843,70,585.09
2023-01-05,1,1,1,2023,S3,P10,Online,585.09,22,7,83.58428571428571,0,0,528.690116986214,1,24,13,0.32693532639667355,50,671.53
2023-01-05,1,1,1,2023,S1,P2,In-store,671.53,16,8,83.94125,0,0,440.51468394402207,0,35,27,0.18258501557278745,50,372.67
2023-01-05,1,1,1,2023,S4,P9,Partner,372.67,33,11,33.87909090909091,0,1,131.75035007590574,1,17,10,0.19126083029143937,59,569.1
2023-01-05,1,1,1,2023,S1,P9,In-store,569.1,39,6,94.85000000000001,0,0,815.3871638660964,1,35,22,0.3437676291508492,90,684.28
2023-01-06,1,1,1,2023,S5,P1,Partner,684.28,37,18,38.01555555555555,0,0,621.3410466176794,0,43,32,0.1953281520474863,51,478.47
2023-01-06,1,1,1,2023,S3,P7,Partner,478.47,16,10,47.847,0,0,442.7313215067404,0,10,5,0.35460964456892263,98,619.29
2023-01-06,1,1,1,2023,S3,P4,Online,619.29,19,15,41.285999999999994,0,0,433.2181705019992,0,47,34,0.18790954887768907,78,1198.77
2023-01-06,1,1,1,2023,S1,P9,Partner,1198.77,24,9,133.19666666666666,1,0,903.0763426079086,0,31,17,0.10695580353790798,62,693.37
2023-01-06,1,1,1,2023,S5,P1,Partner,693.37,16,8,86.67125,0,0,822.8313335417902,0,16,10,0.11218156658799745,95,405.28
2023-01-06,1,1,1,2023,S5,P4,Partner,405.28,8,8,50.66,0,1,113.74645425659627,0,14,10,0.1710582128321077,68,1021.98
2023-01-06,1,1,1,2023,S3,P3,Partner,1021.98,25,13,78.61384615384615,0,1,854.1175373666232,0,31,19,0.23775677011976856,72,669.1
2023-01-07,1,1,1,2023,S4,P3,Online,669.1,27,7,95.58571428571429,0,0,541.8294206304621,0,23,20,0.3458240513619987,92,657.16
2023-01-07,1,1,1,2023,S2,P2,In-store,657.16,42,18,36.50888888888889,0,1,715.2227499922387,0,40,28,0.33819031781309083,68,391.74
2023-01-07,1,1,1,2023,S3,P1,Partner,391.74,19,15,26.116,0,0,142.21576934303545,0,17,9,0.14171024764551327,70,790.97
2023-01-07,1,1,1,2023,S5,P6,Online,790.97,16,6,131.82833333333335,0,1,767.0219638334233,0,45,37,0.184796449649103,65,1199.03
2023-01-07,1,1,1,2023,S3,P7,Partner,1199.03,32,8,149.87875,1,1,512.3843247269944,0,34,23,0.17207350553929118,62,613.19
2023-01-07,1,1,1,2023,S5,P1,Partner,613.19,26,17,36.07,0,1,636.4575379905356,0,42,35,0.24223062275268012,67,705.78
2023-01-08,1,1,1,2023,S4,P4,Partner,705.78,20,11,64.16181818181818,0,1,442.39222260278376,0,27,21,0.27078733809134214,91,536.06
2023-01-08,1,1,1,2023,S3,P9,Partner,536.06,11,16,33.50375,0,0,190.96884313456837,0,41,33,0.16494717017983523,81,664.9
2023-01-08,1,1,1,2023,S3,P10,Online,664.9,21,16,41.55625,0,0,596.3156114605438,0,37,25,0.1337313233841918,74,585.64
2023-01-08,1,1,1,2023,S4,P6,Online,585.64,18,15,39.04266666666667,0,0,281.72525702255155,0,35,22,0.30571576647573906,54,924.76
2023-01-08,1,1,1,2023,S1,P8,Online,924.76,19,13,71.13538461538461,1,0,874.2230298797182,1,33,19,0.23264684143384354,96,435.9
2023-01-08,1,1,1,2023,S3,P4,In-store,435.9,8,7,62.271428571428565,0,0,516.1256057329599,1,16,9,0.3713815759338609,64,659.9
2023-01-08,1,1,1,2023,S5,P8,In-store,659.9,18,12,54.99166666666667,0,1,697.90136001605,0,11,9,0.10396938375808547,86,1081.63
2023-01-08,1,1,1,2023,S2,P1,Online,1081.63,23,10,108.16300000000001,0,1,865.1547506845428,0,17,8,0.39922688171606635,54,862.39
2023-01-08,1,1,1,2023,S4,P2,Online,862.39,19,10,86.239,0,0,896.3231825676991,0,38,33,0.12547851559076878,92,792.18
2023-01-08,1,1,1,2023,S5,P7,Partner,792.18,22,18,44.01,1,1,653.9525680442492,0,18,15,0.24454640062425928,66,725.37
2023-01-08,1,1,1,2023,S2,P3,Partner,725.37,36,11,65.94272727272727,0,0,940.5886766613555,0,28,18,0.3383988677193668,73,792.55
2023-01-09,2,1,1,2023,S2,P5,Partner,792.55,24,9,88.0611111111111,0,1,999.3418166766844,0,27,16,0.38458213919353,83,659.81
2023-01-09,2,1,1,2023,S5,P8,In-store,659.81,27,6,109.96833333333332,0,0,622.6872429854701,0,48,33,0.36774461306874595,72,825.65
2023-01-09,2,1,1,2023,S3,P4,Online,825.65,45,10,82.565,0,0,720.9064029820247,0,25,18,0.21890685159024248,50,685.95
2023-01-09,2,1,1,2023,S1,P8,Partner,685.95,28,13,52.76538461538462,0,1,794.1433120173511,0,37,31,0.2869894380482674,83,1013.9
2023-01-09,2,1,1,2023,S4,P5,Online,1013.9,36,14,72.42142857142856,1,1,912.4874091680579,1,25,20,0.18898374464712797,74,822.96
2023-01-09,2,1,1,2023,S1,P1,Partner,822.96,60,8,102.87,0,1,476.98274775449846,0,43,37,0.30971977383137694,96,533.06
2023-01-09,2,1,1,2023,S2,P3,Online,533.06,11,6,88.84333333333332,0,0,604.2527846010202,0,47,36,0.3964375041094381,90,646.12
2023-01-09,2,1,1,2023,S1,P2,In-store,646.12,22,5,129.224,0,0,712.5045995249541,0,48,28,0.29568433384553394,99,307.34
2023-01-10,2,1,1,2023,S3,P7,Online,307.34,9,17,18.078823529411764,0,0,139.90979130610532,1,10,7,0.25825605258826273,94,482.06
2023-01-10,2,1,1,2023,S1,P1,Online,482.06,15,11,43.82363636363636,0,0,133.80960658958253,0,35,18,0.1377117719536347,50,528.6
2023-01-10,2,1,1,2023,S1,P1,Online,528.6,26,10,52.86,0,0,386.33696722374407,0,44,28,0.18741531580621967,85,912.2
2023-01-10,2,1,1,2023,S1,P7,Partner,912.2,74,11,82.92727272727274,1,0,337.3648275139361,0,40,22,0.1826278558007851,52,557.61
2023-01-10,2,1,1,2023,S5,P7,In-store,557.61,24,19,29.347894736842107,0,0,242.60719616268668,0,18,9,0.3103033801285122,72,668.85
2023-01-10,2,1,1,2023,S3,P6,Online,668.85,22,6,111.47500000000001,0,0,952.4535551590545,1,12,6,0.19765100143784065,59,475.64
2023-01-11,2,1,1,2023,S2,P7,In-store,475.64,43,6,79.27333333333333,0,0,225.31105117081137,1,18,14,0.2237033577193197,63,375.24
2023-01-11,2,1,1,2023,S4,P3,Online,375.24,7,8,46.905,0,1,109.70964663624301,0,45,24,0.13562764108772518,64,660.27
2023-01-11,2,1,1,2023,S3,P7,In-store,660.27,48,10,66.027,0,0,738.6040944773323,0,36,29,0.36322030880241196,94,580.88
2023-01-11,2,1,1,2023,S5,P2,Partner,580.88,16,11,52.807272727272725,0,1,136.4608322631951,0,26,18,0.25022440578036964,77,611.98
2023-01-11,2,1,1,2023,S4,P10,Online,611.98,33,11,55.63454545454545,0,0,233.16250069846527,0,25,15,0.3957410978350915,89,453.97
2023-01-11,2,1,1,2023,S3,P3,In-store,453.97,13,14,32.42642857142857,0,0,559.9811810407767,1,26,18,0.39683563304202507,64,599.85
2023-01-11,2,1,1,2023,S2,P2,Partner,599.85,21,16,37.490625,0,0,468.47048697211636,0,44,38,0.3290817382479283,73,696.19
2023-01-11,2,1,1,2023,S5,P2,Online,696.19,16,18,38.67722222222223,0,0,854.0431617549209,0,19,9,0.2152271834473749,90,744.33
2023-01-11,2,1,1,2023,S2,P3,In-store,744.33,56,15,49.622,0,1,794.3918115811397,0,28,23,0.22107111773488042,59,839.79
2023-01-12,2,1,1,2023,S5,P6,In-store,839.79,17,12,69.9825,0,1,616.9856347028301,0,43,29,0.19335008943143075,86,701.5
2023-01-12,2,1,1,2023,S1,P6,Online,701.5,31,11,63.77272727272727,0,1,750.8284370685437,0,49,29,0.10690585485332574,71,683.4
2023-01-12,2,1,1,2023,S3,P5,In-store,683.4,36,11,62.127272727272725,0,0,745.5445202686024,0,26,21,0.19706420748899528,96,865.2
2023-01-12,2,1,1,2023,S1,P8,Partner,865.2,18,16,54.075,1,0,237.1744119973757,0,10,8,0.25628739318161264,55,947.87
2023-01-12,2,1,1,2023,S5,P5,In-store,947.87,26,14,67.705,0,0,907.9347038253223,0,45,34,0.10995894583164097,97,500.89
2023-01-12,2,1,1,2023,S5,P3,Online,500.89,19,12,41.740833333333335,1,0,421.08101127792486,1,20,17,0.3470360693411201,97,715.36
2023-01-12,2,1,1,2023,S5,P8,Online,715.36,14,16,44.71,0,0,913.3518031762416,0,31,27,0.32597235914233624,63,916.17
2023-01-13,2,1,1,2023,S3,P10,In-store,916.17,33,17,53.89235294117647,0,0,852.0136389681044,0,23,15,0.2656054516886954,89,864.25
2023-01-13,2,1,1,2023,S4,P6,In-store,864.25,17,17,50.838235294117645,0,1,708.622130855656,0,45,29,0.2769525735664655,89,787.79
2023-01-13,2,1,1,2023,S3,P1,In-store,787.79,20,9,87.53222222222222,1,0,685.152263428903,1,32,27,0.13458777161673363,52,836.38
2023-01-13,2,1,1,2023,S4,P6,Online,836.38,34,14,59.74142857142857,0,0,962.7521062003005,1,35,25,0.29395150216185445,69,911.86
2023-01-13,2,1,1,2023,S2,P10,In-store,911.86,52,5,182.372,1,0,356.7152101442211,0,38,26,0.2331279263058402,83,936.24
2023-01-13,2,1,1,2023,S4,P10,Partner,936.24,20,11,85.11272727272727,0,1,731.770189531933,0,24,15,0.12819458195226072,72,601.97
2023-01-13,2,1,1,2023,S5,P7,In-store,601.97,27,16,37.623125,0,0,723.2791883833971,0,11,6,0.31991535695799805,79,489.35
2023-01-13,2,1,1,2023,S2,P4,Online,489.35,29,7,69.90714285714286,1,0,314.74529900567757,0,16,10,0.369606168183222,97,496.82
2023-01-13,2,1,1,2023,S1,P4,In-store,496.82,12,8,62.1025,0,1,109.92845283621921,1,20,16,0.3525911114490127,55,551.58
2023-01-13,2,1,1,2023,S3,P9,In-store,551.58,34,14,39.39857142857143,1,0,546.2593490697016,1,16,9,0.3680842299611303,55,675.62
2023-01-13,2,1,1,2023,S3,P6,Online,675.62,42,15,45.041333333333334,0,0,583.7674836412633,0,36,22,0.20512268344541154,59,539.15
2023-01-14,2,1,1,2023,S1,P9,In-store,539.15,26,17,31.71470588235294,0,0,233.61894143493427,0,33,18,0.3096219721989848,80,556.21
2023-01-14,2,1,1,2023,S4,P8,Online,556.21,12,10,55.621,0,0,205.7979354628942,0,14,7,0.3114911001421618,80,452.66
2023-01-14,2,1,1,2023,S1,P2,Online,452.66,13,15,30.177333333333333,0,0,399.62088660826294,0,28,23,0.10963287414461748,66,705.24
2023-01-14,2,1,1,2023,S5,P6,Online,705.24,14,5,141.048,0,0,939.2993905773809,0,32,22,0.10979771823534877,54,777.03
2023-01-14,2,1,1,2023,S1,P6,Partner,777.03,20,5,155.406,0,0,949.4242380925656,0,30,17,0.3538684969346234,78,578.47
2023-01-14,2,1,1,2023,S2,P8,Online,578.47,32,7,82.63857142857144,0,0,394.3879984880127,1,30,21,0.11518002547140338,64,466.19
2023-01-14,2,1,1,2023,S5,P8,Partner,466.19,46,14,33.299285714285716,0,0,202.8236079322507,0,17,15,0.3181726958709937,65,449.32
2023-01-14,2,1,1,2023,S5,P6,Partner,449.32,12,11,40.847272727272724,0,0,106.8861210950962,0,47,26,0.17671969803206483,73,299.23
2023-01-15,2,1,1,2023,S3,P5,In-store,299.23,9,8,37.40375,0,1,177.23307932761776,1,31,20,0.37286666073260244,52,762.45
2023-01-15,2,1,1,2023,S5,P2,Partner,762.45,27,6,127.075,0,0,526.1577289669581,0,16,12,0.16134458507517388,80,864.14
2023-01-15,2,1,1,2023,S4,P4,Partner,864.14,35,16,54.00875,0,0,790.9390464017586,0,30,22,0.33631056480968435,82,399.74
2023-01-15,2,1,1,2023,S1,P7,Online,399.74,11,9,44.41555555555556,0,0,302.98612819936193,0,11,9,0.19310858767707215,62,464.55
2023-01-15,2,1,1,2023,S4,P8,Online,464.55,16,15,30.970000000000002,0,0,145.19141975027412,0,34,30,0.2206757335065095,67,496.32
2023-01-15,2,1,1,2023,S1,P9,In-store,496.32,27,18,27.573333333333334,0,0,331.7971945108563,0,32,23,0.35932880360523933,92,718.74
2023-01-15,2,1,1,2023,S3,P2,In-store,718.74,25,10,71.874,1,1,309.22213619508705,0,45,29,0.28619108563622786,80,926.05
2023-01-15,2,1,1,2023,S1,P8,In-store,926.05,32,18,51.44722222222222,0,0,918.0584882612073,0,23,15,0.11198654457206293,50,750.65
2023-01-16,3,1,1,2023,S5,P6,Online,750.65,17,5,150.13,0,0,723.196317266317,0,43,30,0.34312058225769504,85,744.69
2023-01-16,3,1,1,2023,S5,P5,Online,744.69,15,5,148.93800000000002,0,0,505.30742727566644,0,17,11,0.3266146363919701,80,862.29
2023-01-16,3,1,1,2023,S5,P8,Online,862.29,21,9,95.81,0,1,876.4386299015933,0,36,31,0.33853148290083745,50,823.51
2023-01-16,3,1,1,2023,S4,P3,Online,823.51,16,5,164.702,0,0,891.6413470405859,1,15,9,0.30076570897746,92,638.93
2023-01-16,3,1,1,2023,S5,P6,Partner,638.93,13,12,53.244166666666665,0,0,726.2995219107121,0,10,8,0.16502916040312005,87,897.07
2023-01-16,3,1,1,2023,S3,P4,Online,897.07,67,15,59.80466666666667,0,1,627.9615264552964,0,11,8,0.3485958718354868,67,806.96
2023-01-16,3,1,1,2023,S3,P2,Partner,806.96,22,8,100.87,1,0,649.409092330804,0,47,37,0.28411772381919276,77,767.24
2023-01-16,3,1,1,2023,S1,P9,Online,767.24,23,16,47.9525,0,0,603.0816566051786,0,41,28,0.22248801813676483,57,324.63
2023-01-16,3,1,1,2023,S4,P10,Partner,324.63,20,7,46.37571428571429,0,0,211.90291609551872,1,36,32,0.36193746691069417,55,718.87
2023-01-17,3,1,1,2023,S2,P6,Partner,718.87,32,9,79.87444444444445,0,0,522.980591192015,0,44,22,0.20231436184918708,56,587.31
2023-01-17,3,1,1,2023,S5,P10,Partner,587.31,24,17,34.54764705882353,0,0,620.285416713738,0,37,23,0.11478406043432349,74,685.99
2023-01-17,3,1,1,2023,S2,P5,Online,685.99,33,14,48.99928571428571,0,1,764.8691586543373,1,21,12,0.12781444324308097,83,389.99
2023-01-17,3,1,1,2023,S1,P5,Partner,389.99,9,17,22.94058823529412,0,1,198.01723010543947,1,26,15,0.3191764092058359,60,288.08
2023-01-17,3,1,1,2023,S5,P7,Online,288.08,5,19,15.162105263157894,0,0,152.7317989391219,1,22,12,0.22214241536677345,66,460.69
2023-01-17,3,1,1,2023,S5,P1,Online,460.69,21,11,41.88090909090909,0,0,145.50326916358506,0,25,15,0.29883888226291655,86,866.81
2023-01-17,3,1,1,2023,S1,P7,In-store,866.81,22,17,50.98882352941176,0,0,842.0769699282201,0,41,34,0.25300906264097645,58,896.68
2023-01-17,3,1,1,2023,S4,P9,In-store,896.68,74,8,112.085,0,0,955.5457344218855,0,31,20,0.16910284963070538,78,673.55
2023-01-17,3,1,1,2023,S2,P6,Partner,673.55,17,13,51.81153846153846,1,0,403.72722553300576,0,22,13,0.3227365803084561,54,402.05
2023-01-17,3,1,1,2023,S1,P9,Online,402.05,12,14,28.717857142857145,0,1,238.14730164313463,0,12,10,0.34928685326695397,75,782.47
2023-01-17,3,1,1,2023,S2,P8,Online,782.47,33,16,48.904375,0,0,587.1399208084993,0,24,20,0.1307529183972038,53,575.83
2023-01-17,3,1,1,2023,S3,P4,Partner,575.83,23,16,35.989375,0,0,570.417752049635,1,24,16,0.19871838548936493,67,751.83
2023-01-17,3,1,1,2023,S2,P8,In-store,751.83,17,13,57.83307692307692,0,1,969.3047788856345,0,14,9,0.3600872518750632,91,770.4
2023-01-17,3,1,1,2023,S3,P3,In-store,770.4,23,10,77.03999999999999,0,0,923.3613109612901,0,35,17,0.2990612116050132,56,536.45
2023-01-17,3,1,1,2023,S2,P2,Online,536.45,18,16,33.528125,0,0,408.456741190066,0,32,18,0.12431312314283555,50,907.08
2023-01-17,3,1,1,2023,S2,P7,In-store,907.08,41,15,60.472,0,1,594.8247334354253,0,10,5,0.2636723040236336,93,1034.03
2023-01-17,3,1,1,2023,S2,P1,Partner,1034.03,61,11,94.00272727272727,0,1,960.9708905775431,0,42,30,0.3953382873921597,56,654.71
2023-01-18,3,1,1,2023,S5,P2,In-store,654.71,18,7,93.53,0,1,326.8539461146007,0,11,5,0.2917517690312988,66,395.98
2023-01-18,3,1,1,2023,S3,P9,In-store,395.98,18,16,24.74875,0,0,131.2896479007146,0,16,9,0.18822853711781612,88,576.26
2023-01-18,3,1,1,2023,S4,P8,Online,576.26,13,7,82.32285714285715,0,0,796.7173429556655,1,24,14,0.3756974152289846,58,936.13
2023-01-18,3,1,1,2023,S4,P9,In-store,936.13,30,18,52.007222222222225,1,1,559.133542410691,1,40,26,0.3910706033244631,57,463.93
2023-01-18,3,1,1,2023,S2,P6,In-store,463.93,13,16,28.995625,0,0,221.41515185620796,0,29,15,0.15842388588285788,52,797.37
2023-01-18,3,1,1,2023,S3,P2,In-store,797.37,48,15,53.158,0,0,994.4306317315398,0,14,9,0.31673635885270535,62,478.01
2023-01-18,3,1,1,2023,S1,P1,In-store,478.01,36,13,36.769999999999996,0,0,115.68749095184133,0,20,16,0.13979316233618966,59,604.35
2023-01-18,3,1,1,2023,S1,P4,In-store,604.35,19,18,33.575,0,0,617.822465523615,0,41,23,0.20670356920929478,59,441.36
2023-01-18,3,1,1,2023,S3,P9,In-store,441.36,13,16,27.585,0,0,127.0925121807914,0,16,12,0.3640481075186913,84,761.89
2023-01-18,3,1,1,2023,S3,P6,Online,761.89,53,11,69.26272727272728,0,1,275.3344299364163,0,41,36,0.19601374940294503,54,860.29
2023-01-18,3,1,1,2023,S4,P8,Partner,860.29,23,5,172.058,0,1,933.9224473757208,0,30,25,0.3979174111348013,51,566.23
2023-01-18,3,1,1,2023,S4,P7,Partner,566.23,13,18,31.457222222222224,0,0,662.3020906156572,0,49,43,0.2993430888719175,82,762.59
2023-01-18,3,1,1,2023,S1,P7,In-store,762.59,44,15,50.839333333333336,0,0,933.7208226130697,0,17,13,0.3259702496804251,63,1003.95
2023-01-19,3,1,1,2023,S4,P5,In-store,1003.95,31,6,167.32500000000002,1,1,744.8744585992642,1,42,29,0.3815485474992314,60,580.22
2023-01-19,3,1,1,2023,S3,P6,Online,580.22,15,12,48.35166666666667,0,0,167.31698319724538,0,19,11,0.3021596181759065,86,714.79
2023-01-19,3,1,1,2023,S5,P10,Partner,714.79,16,12,59.56583333333333,0,0,940.9370863442512,0,49,27,0.3002195873682423,87,691.56
2023-01-19,3,1,1,2023,S5,P10,Partner,691.56,17,5,138.31199999999998,0,0,697.1140883167731,0,42,32,0.1530880504091317,79,859.7
2023-01-19,3,1,1,2023,S4,P5,Partner,859.7,69,16,53.73125,0,0,764.131543730965,0,44,26,0.14329074472355596,75,795.34
2023-01-19,3,1,1,2023,S2,P5,Online,795.34,55,19,41.86,0,1,960.907535705052,1,48,37,0.16000487837974797,62,399.83
2023-01-19,3,1,1,2023,S5,P9,In-store,399.83,8,13,30.756153846153843,0,0,213.05405184061232,0,48,38,0.2515346667232019,93,565.37
2023-01-19,3,1,1,2023,S2,P1,Online,565.37,29,18,31.409444444444446,0,0,614.4429657124587,0,25,19,0.35176264438866733,77,434.78
2023-01-19,3,1,1,2023,S4,P1,Partner,434.78,18,16,27.17375,0,0,258.5749655478228,1,28,17,0.12608186820767625,86,922.2
2023-01-19,3,1,1,2023,S3,P6,Partner,922.2,64,14,65.87142857142858,0,0,980.497726909523,0,39,24,0.11054777508135825,65,711.26
2023-01-19,3,1,1,2023,S2,P1,In-store,711.26,24,12,59.27166666666667,0,0,661.0416093639163,0,20,11,0.3184036773388592,70,755.62
2023-01-20,3,1,1,2023,S2,P6,Partner,755.62,22,9,83.95777777777778,1,0,332.3826635217124,1,23,11,0.14424535924141255,77,757.29
2023-01-20,3,1,1,2023,S3,P1,Partner,757.29,33,7,108.1842857142857,0,0,705.2565364062842,0,42,31,0.13849775865662936,76,503.85
2023-01-20,3,1,1,2023,S1,P2,In-store,503.85,22,18,27.991666666666667,0,0,509.568071968346,0,15,9,0.36992292352266154,69,963.39
2023-01-20,3,1,1,2023,S1,P5,Partner,963.39,70,10,96.339,0,1,693.5010928440744,0,15,12,0.11166210910500679,72,770.14
2023-01-20,3,1,1,2023,S5,P3,Online,770.14,31,6,128.35666666666665,0,1,979.6500488874167,0,11,9,0.3298668454012139,98,433.4
2023-01-20,3,1,1,2023,S3,P2,In-store,433.4,14,19,22.810526315789474,0,1,301.584291278573,1,44,23,0.20639986149552486,85,899.84
2023-01-20,3,1,1,2023,S4,P2,Online,899.84,23,11,81.80363636363637,0,1,657.6837491185884,0,40,26,0.26053495567252016,66,428.68
2023-01-20,3,1,1,2023,S4,P2,Online,428.68,12,11,38.97090909090909,0,0,185.25473682201255,0,28,18,0.3461135541683191,62,765.44
2023-01-20,3,1,1,2023,S5,P2,Online,765.44,16,17,45.02588235294118,0,1,894.8411997958488,0,47,34,0.14846186798418523,72,868.12
2023-01-20,3,1,1,2023,S5,P10,In-store,868.12,64,18,48.22888888888889,1,0,736.088753675468,1,18,9,0.3148382921430213,71,372.98
